0	751625.6	919163.4	1276468.2	1366310.2	1383807.4	1364500.0
5	745280.6	900341.8	1253882.0	1389822.6	1384949.0	1343107.8
10	744805.4	912641.0	1260322.4	1370518.6	1382154.0	1336927.2
15	745009.8	919589.8	1257346.6	1365150.4	1366987.8	1318621.6
20	746532.8	913606.4	1247366.8	1342779.6	1367302.8	1324315.2
25	745054.6	909470.0	1260752.0	1374268.4	1365258.8	1333917.8
30	745251.6	909025.4	1247399.8	1365898.4	1372511.8	1318219.2
35	746011.8	890164.4	1230733.8	1362880.8	1328271.6	1320120.8
40	744441.0	922674.0	1274488.2	1374625.4	1351749.6	1322229.2
45	745645.2	935015.8	1278904.2	1359511.8	1359544.0	1314130.6
50	746558.6	919776.0	1262544.6	1351732.6	1360114.4	1258834.6
55	745548.2	912628.2	1264378.0	1356653.6	1365198.2	1313386.0
60	745304.8	906130.0	1235013.0	1341079.8	1364491.8	1325318.0
65	745775.4	898856.6	1240837.6	1354375.2	1363735.4	1307888.2
70	746282.8	886240.4	1232824.8	1372608.0	1367116.8	1309822.4
75	745786.2	899406.0	1256483.0	1344548.2	1370696.0	1307928.2
80	745018.8	922544.0	1255161.6	1339624.2	1364347.4	1315837.6
85	745596.6	892003.2	1257123.2	1360333.8	1366708.6	1316039.2
90	738941.8	919962.8	1248820.6	1360145.0	1372194.0	1316968.8
95	745277.0	928792.8	1278594.2	1352360.4	1368138.0	1314764.8
100	741370.4	908533.0	1267462.4	1377468.2	1367693.8	1228925.8
