0	162004.02607544378	 77393.30228282828	13197.438120154306
5	195663.0483022132	 19147.615208870855	23988.043683692176
10	78531.35581325824	 36120.5629180979	37019.19448825216
15	118855.54531357772	 53023.122085007046	50816.37579890606
20	149239.37487880178	 69293.60129380699	13283.619528896892
25	173538.290920828	 19584.428967604203	24717.44411354996
30	30529.897189267504	 36103.93986545802	36674.39081935879
35	53916.724912631056	 51582.100537080456	51830.5412416265
40	80408.1986590589	 62116.469536894816	13075.421443703355
45	104466.98750082371	 15319.175227571028	24227.64887095527
50	30561.31824197791	 26874.652574475498	34877.6186280805
55	56908.84672041623	 43682.12769481963	44895.211817993506
60	75487.72455089822	 61147.08997074546	10682.031561641757
65	100854.0164604513	 15865.46736616714	19418.679145460912
70	31117.667227294995	 29316.838248359138	30138.783462155512
75	56077.28407388916	 42276.94182706905	43954.73144919185
80	75861.9579262447	 58243.10807835208	10597.518108842538
85	88154.22550593069	 15560.407829385342	19558.560770760883
90	19055.730695155093	 28423.15787058672	29962.7744510978
95	36230.953569645535	 41194.39602432826	41952.66094757857
100	52689.85212909392	 50718.45381820805	10523.382065211152
