0	20877.914253364048	 13923.598796321647	11557.410889653544
5	22803.91507542932	 13128.764687300387	11512.617658247205
10	20828.68955050458	 13019.82567494328	11586.412154403122
15	20400.030299939226	 12968.115976552184	159532.19143934743
20	20647.826680324048	 14087.563092508299	268093.5788739239
25	21185.23363147957	 12968.342546061147	322238.78359337145
30	19678.532251522913	 12915.745083950147	305068.7776050755
35	19485.257919436295	 12903.306281043144	156056.67166416795
40	19510.523578369444	 13801.860832811324	248699.57514783493
45	17162.71186781688	 13008.701967009565	276588.9953758319
50	16294.652432528852	 12816.755708968714	303783.93337462307
55	16099.10806234663	 12859.84072913713	158423.1811444511
60	16162.450654735541	 12289.357486664898	246988.71760621542
65	17481.655713027754	 11550.571498042356	254376.3425856745
70	15997.603594608086	 11567.993446026256	279304.81328296766
75	16025.715032282325	 11531.232561045017	78493.24299783699
80	15914.739929732943	 12197.51854334348	129768.81038240527
85	16664.435120717942	 11448.93572814431	181468.96944089365
90	15678.182725911134	 11426.621779982965	230400.08827659432
95	15549.263282471788	 11473.020162931769	78394.49685746539
100	15589.460608656518	 12200.954622125893	128121.51726989793
