0	13070.82190166493	8476.357262846755	6597.794674814339	6242.737495403571	6014.189939846679	5919.307120050913
5	12965.814439590768	8218.86513660114	6587.35667269349	6117.823929313434	5987.1218204748775	5918.112321964014
10	12578.970803519162	8050.2265002266795	6700.389177828649	6064.013065114509	5841.982454269679	5763.172655762171
15	12531.746948517131	7961.117991504524	6692.434125582947	5966.63173792104	5982.39281860185	5722.563420339493
20	12463.985481870384	8079.5586048533205	6737.418147188413	6025.3135203394195	5877.712635619942	5715.877284700755
25	11888.934236652378	7946.938239882411	6515.11483589745	6000.175214036239	5895.326086199316	5761.617030965208
30	12190.122628503295	7794.959904317426	6184.440139219315	5924.3268103870405	5795.246629334262	5817.3799260044425
35	12384.014538296291	7942.1569046865725	6397.374428728292	5979.897164651504	5840.100990836842	5712.8428856173705
40	11743.871249964188	8233.168103140793	6400.950547635289	6012.60668618931	5771.922660812638	5672.334248088381
45	11642.989167858523	7997.183277105933	6077.762704898865	5800.161549057344	5789.301879667908	5654.521130069543
50	11800.581728714253	7844.471565215654	6412.515762691252	5886.457897039584	5666.923380701085	5753.452200336264
55	11831.802643856487	7793.792043611536	6823.4703909573755	5878.609843349675	5688.122816443434	5668.148325988922
60	11774.204669743196	7854.965138043481	6376.851380719277	5847.89013497998	5737.933016042068	5595.9677746579855
65	11504.402197689938	7677.814525353633	6260.642762596321	5837.885973798236	5704.6283221074755	5687.104101202858
70	11558.766299035173	7593.68855293855	6363.7938221212935	5829.554575847784	5701.596282260818	5623.125833812912
75	11472.207227164714	7474.657622986323	6006.977096735813	5730.102821961909	5662.156527655019	5655.1128478415585
80	11321.200101787497	7824.638813531285	6223.081377379881	5754.003205624525	5627.379986184993	5582.913929310876
85	11400.815951264856	8065.622461075579	6197.004197670178	5783.048822734534	5676.62524512789	5529.067018566765
90	11276.980981763352	7779.494180150929	6296.690245723615	5698.674094226417	5673.73353507084	5620.163750356975
95	11603.916924939129	7220.685042514759	6352.92833834866	5750.409755293405	5617.647577798163	5449.943408427525
100	11469.662051835512	7448.070170645276	6092.638914162849	5733.516056108693	5657.103947569744	5501.03795569002
