0	913.9405763243515	1772.0979262903452	3297.5583177517997	6407.606969292772	12300.423185617528	17097.3712727752
5	916.239150314017	1784.982478534033	3365.637169652496	6563.657609256377	12287.659793154622	17107.022018311676
10	938.9611281672144	1798.951770577313	3270.1820173976075	6390.729205008318	12607.162538363238	17176.89178423931
15	956.562560183164	1779.1150319654887	3391.1989554230736	6551.844643347236	12041.241242070188	17274.652538160437
20	919.2550928868711	1790.622123804994	3394.399116030945	6370.525283641301	12781.423520638982	17289.785560838878
25	951.4349369697123	1748.2414378992248	3388.1012360459654	6875.103676220878	12617.510202215912	17354.853574615743
30	947.0767152646665	1838.9246932528222	3474.827596616769	6506.334377179206	12218.498668081684	17203.92373941869
35	923.127613160457	1720.9508177767711	3544.6639301931828	6599.187808770703	12586.502603669695	17743.295313309405
40	933.6282646551724	1770.9229790076533	3416.9458754116226	6399.0134442610315	12857.543720528332	17044.690038649478
45	969.2308603283243	1807.8154189294582	3515.10021441413	6617.015693375576	12152.109850319353	17146.90520823854
50	933.7829978432517	1769.9594116078547	3454.9046186229425	6701.2969946135945	12736.890252540503	17228.370412443117
55	913.9802771933158	1807.852628756873	3406.9441024000153	6463.91282872641	13265.08058453032	17575.592594866477
60	933.9296616120906	1797.6905102475616	3374.1015419493733	6459.938393653108	12924.236414935232	17198.84881642957
65	925.230119584364	1720.0878904044894	3438.0848942804755	6803.492398462286	12760.161749259885	17878.208749668356
70	895.6861839002373	1818.2889951796947	3459.6817293668973	6768.365599922788	12571.693157688924	17230.856974255214
75	918.0474617314956	1784.1144089360005	3437.0548488349987	6659.197419199426	12253.075674292593	17328.393533036466
80	944.5964699184681	1789.1502221116484	3448.593685529122	6643.704866582995	12629.791315695295	17094.968109355083
85	917.3473496886509	1800.547954584115	3398.274380828904	6319.510214690197	12498.248311287787	17587.29714518378
90	971.3764353830575	1781.330294000942	3427.4682685232865	6574.85962366257	12744.337838537733	17207.05525656894
95	927.3590513818615	1805.1129885286514	3515.559820971556	6438.926955180625	12947.514206366506	17234.678463919663
100	939.4512564619656	1772.1167983523296	3439.9728585545586	6667.662169710052	12780.223219540116	17436.980547815474
