0	966406.5012695132	264641.3805293009	147752.54762564247	110130.49317617866	149996.8735660509	135115.34436006396
5	967014.5577714263	513902.9496313924	189412.7314073795	118333.16488815141	148344.63705868172	138383.07940708916
10	979216.654400748	463885.436318715	192037.77944430345	116817.43968907278	143105.95478053595	136791.53646901535
15	975016.0968534716	426411.98709635285	176874.11463371024	117723.68853111763	146043.34294558852	135259.165209587
20	994103.5091608979	404526.6050768504	174876.3183038273	117944.80358200656	140884.31607673442	135845.38520611776
25	993795.3299179509	394312.4267124388	172234.2549498025	115516.28750310997	141101.02225185678	130669.25852963472
30	991752.0343152633	399248.7130569322	174637.5184960166	114101.55661035152	137773.45844254966	132033.0068822816
35	977948.7357153643	371361.2920358166	182812.27626560474	116088.6401106468	135518.09933000122	131349.80911148828
40	971099.6194058598	364914.58188916184	174338.95375425144	116258.14426201521	134208.6460761301	130069.06749364563
45	973593.4283388087	355098.8784987106	162308.2428314781	117441.09181141437	135588.4647460649	126460.56232429059
50	968574.4162526954	361318.62842862774	171295.47529941407	113896.79604958137	134634.04895100687	126376.66419320341
55	957689.2189696205	359426.3567275624	161746.0975199472	114819.05877835807	137982.96296326787	127114.96172410646
60	977375.5270081686	348340.27460204624	160407.88408368238	116590.49735551367	131533.4496588981	125344.19450455853
65	996838.0206278907	346151.86149301723	167191.04619039153	112475.42695181887	129517.48140257454	123573.2535050584
70	951358.73304595	341153.29755078105	162658.02814122225	115090.14440482184	135970.74609859678	125481.42904952595
75	954697.1687950909	329545.97739998624	151162.3669622583	113267.99643390428	132229.72038889574	125507.66240865523
80	968556.7404066303	328796.4959556634	164856.2002446864	116498.13214121484	127478.46387679393	125084.37949556284
85	927747.2376874875	340033.27581493027	161493.9047339395	114092.79345166762	126770.76526701314	123562.8503796305
90	960747.2987503766	329810.6894564271	150906.07579885965	112084.8154928911	127438.6393239714	126360.5304692416
95	972133.916009593	406551.47998691566	158620.4987300244	110317.85952870056	130091.5160277284	125973.76196474678
100	951428.325574014	320875.1157557766	149501.1799351512	111735.70158089392	131691.2954156645	122830.85281541124
