0	2.9424921706420965E7	 6.664839582146756E7	7930053.377606901
5	3.573137960837269E7	 6089849.5599473715	2.8476949829779528E7
10	5118946.734424995	 1.9974852175609834E7	4.952806428598436E7
15	1.356887951540805E7	 3.128748871167048E7	6.496194113545817E7
20	2.444978563491546E7	 3.84762216650221E7	5799659.05508784
25	2.959307518736521E7	 4912321.799589716	1.917187468796805E7
30	8616236.584005699	 1.415465647308616E7	3.33327140371354E7
35	3.022998598864032E7	 2.4905203940398257E7	4.139303729104997E7
40	5.242920080049378E7	 3.0579713050786387E7	4600553.503467972
45	7.002901361657274E7	 8033552.2343462035	1.3756995179558337E7
50	6133110.144927537	 2.889376942889149E7	2.2915322778653763E7
55	2.057977362130457E7	 5.0126859364951506E7	2.8073436532356095E7
