0	728381.2131791988	413779.28142603656	349635.4075077076	134447.80233409634	131033.70512342852	125130.6741098072
5	328132.19224752934	212650.59186669075	179242.186853469	85214.67637680745	80841.08947562748	80413.73948615868
10	326509.8868194871	216153.56686867407	176150.19070406584	79803.22376085681	77803.59554021143	74981.98622836945
15	343352.4436052966	221235.43639630862	181060.04075327804	80161.02076693422	76919.40977450325	72736.95501746701
20	354022.54512220237	222699.5921965871	190102.09176943736	80405.91426108983	75547.63597464717	73283.66653179486
25	368466.4904959769	227590.03520929124	187834.30467432705	80034.6489809334	74871.12465270018	72768.66585589116
30	379336.62146499235	229666.22426040485	189292.6145895356	77593.78090835939	76535.16952670121	70994.95675227429
35	392150.9136165626	234705.74439605177	198700.82948031387	80889.96524155964	72374.98153077537	73135.11992245443
40	398607.49288398726	235726.25976353633	197711.84045528882	81076.87158265086	73663.74274715902	71854.19675629491
45	412945.4807585231	226768.5059485055	198243.31936451892	77793.88941235255	76101.95828238055	72395.03780755654
50	419660.7620709163	243056.4691151819	202211.7087539954	80871.14748999139	74505.86640524975	72008.99685061144
55	430232.06627671485	230487.10206915898	203362.85952837885	80020.67294274662	76515.8931488172	70868.0577654782
60	436791.87603215827	253879.6373533032	201227.07986726944	80728.77502800594	72399.00831655509	71159.15366812481
65	447615.1438703874	246439.83843377937	194718.48180515371	81275.12171473334	77074.58004722916	73102.67720284764
70	460317.26642459526	251135.54640244498	200812.59224848563	82151.37634572879	76373.4006390005	68392.7092506391
75	453686.2223281368	245698.44722639638	201377.90268636585	83390.99383158909	76332.13154538286	71890.88330474
80	468876.9074642855	255552.31445311947	209547.25606062773	81073.40760725593	77955.80747768046	72657.90190293941
85	482021.69524986175	256669.72906692317	207714.9276160964	81831.4132011082	76335.71665329908	72417.3638025313
90	486788.3463069148	259085.61143651386	210054.00253900824	82219.02807193878	75673.96649569427	72395.65361977639
95	482452.86622784275	256881.99695185898	207858.2652624709	84057.24492742613	77909.08712072771	72254.23921561216
100	478428.0972523376	255142.72240093077	209053.117953427	84166.59373380341	77448.00229334104	77129.95551179555
