0	3144340.3201537626	 7670820.58511406	1.4487057376188314E7
5	1.2199735268786708E7	 1.30507124495969E7	1.773619677381013E7
10	1.961209691578631E7	 1.5388643784751575E7	2298583.7000243897
15	2.2224622645492416E7	 3052142.4735524086	7356496.3758269
20	2850597.4752023937	 1.1177719816498483E7	1.285579730493644E7
25	9518063.171533467	 1.882217960815832E7	1.5270671303420216E7
30	1.5175747075266972E7	 2.178111882005901E7	2994313.1168760224
35	1.718789331607405E7	 2672897.1107275155	1.0714958975301191E7
40	2455889.330988532	 8924265.91355683	1.8828341362062298E7
45	7996207.657104743	 1.5062548375350317E7	2.2032214133426473E7
50	1.3332241717938455E7	 1.727749123512089E7	2729285.3575060004
55	1.60217225484326E7	 2387110.907676324	9006181.137226295
60	3169737.3063581837	 7602709.206904523	1.4267026129267195E7
65	1.1450917492846027E7	 1.3026516519510671E7	1.7145277733156748E7
70	1.936004046665501E7	 1.5139392447393019E7	2293661.907039541
75	2.2027196054547675E7	 2973056.092841984	7160663.955769946
80	2754007.6128886146	 1.089055967396211E7	1.2164119714431867E7
85	9208323.708000872	 1.8003181525169622E7	1.4370723123055127E7
90	1.4770984851277102E7	 2.071238735265792E7	3019358.3542767772
95	1.7632165380787008E7	 2711859.4918311844	1.0872405997978585E7
100	2402625.188091988	 8941590.67400753	1.829762959619894E7
