0	12119.5036402558	20295.372853349134	38402.00180893546	71056.80688640536	102120.25792568954	28082.963252071902
5	11694.456237792007	20990.40491161018	40124.74758206857	76996.12752850694	110721.83745999626	27882.06162134166
10	11730.564456835387	21539.68009770914	39575.141425993	77006.79508950756	94107.22917780097	28299.366863619227
15	11857.314120201923	21285.009589518013	40234.5433150702	76729.09628784037	111303.1028158013	28240.6600019084
20	11760.605651095615	21566.77852689509	40267.70978914711	77091.57712837876	110240.73628771977	28871.00148030286
25	11882.480782583618	21391.256110470866	39802.64909396979	76876.08460531477	110721.43455285025	29174.39051011987
30	12199.263546029406	21128.501694336	39554.74174438547	77275.93174877539	112489.89743123359	28373.741264746983
35	11896.471863491597	21185.68985093581	39479.34817309007	76946.83686262857	111633.12347161109	28504.03222833996
40	11874.19005974512	21287.778064679314	39949.376811503156	77328.34293805563	110262.7178279639	29386.342333284927
45	11794.939717410722	21104.848740122314	39952.91419610685	76544.96745712371	110063.91432984089	28332.29070201819
50	11971.33390211886	21545.138058241806	39815.555996007075	76591.02629375414	110533.4437503522	28002.18046413785
55	11926.177632003284	21240.297431167557	39888.30342856473	76321.9526920984	110108.79322982658	28443.625647447636
60	11941.024585814586	21057.968497284794	39688.27461477643	76594.66767601822	109796.51547303903	28159.826785141682
65	11979.835894053787	21298.86545531822	39941.38149046021	74983.51444842268	108536.31110693677	28600.92262057439
70	11954.670058735559	21469.943506125528	40353.72810727351	76681.72026536937	109820.66443565278	28117.111570530302
75	11761.857050053082	21511.265935746927	39693.24759789686	76515.22369141979	108896.9420092896	28154.13637057194
80	11840.161955885489	20952.87700346569	39480.47355361	75097.31488995074	109341.92323230956	28522.05815540299
85	11841.575104323707	20994.306313269284	39700.24279705685	76155.6368879239	108930.82247434284	27169.037658193527
90	11615.44258955925	21241.485309256277	39704.634640468736	74869.34298497357	108132.21150827459	27848.959880427174
95	11923.610895444086	21088.364641025317	39502.59140334846	76352.85602207508	109275.87520531323	40297.53184538505
100	11832.822407388012	21120.14987642596	39157.962572761	75261.03413279534	110059.15035090677	29287.4186739797
