0	1055204.5292613818	 203320.71429016077	32410.37406483791
5	529871.2930604095	 171762.6877732705	31688.80614516176
10	516467.4453088835	 158525.8800193532	34027.03792958666
15	510013.39963097544	 126832.8835582209	30043.701172771827
20	593955.1224387806	 94422.3158220691	27782.255925490364
25	375929.51939219993	 62853.57353434725	27744.766028065118
30	355417.6469504881	 69508.37982544635	30372.255928859166
35	321346.83993191697	 66794.50274862569	27168.68439855187
40	634755.5666222833	 61798.1028457314	26200.249169070397
45	433308.9933572548	 43637.43902514413	25975.884404583958
50	403744.7690653606	 47090.11343762965	29096.65187209358
55	364558.0744058414	 59019.05813581085	26121.49649776832
60	362897.791295539	 52635.72490565549	25015.360369332913
65	253276.12503235874	 44853.658827520136	24774.149044082762
70	241710.53670109488	 42023.16391829405	25321.261746749005
75	214950.0577671065	 45003.99326627717	23619.551394408034
80	195920.22271517685	 38225.33774189015	22797.76655686032
85	171814.22093170095	 33974.19969517881	22991.381410617112
90	154068.59953804425	 33118.40843197021	23820.125401834546
95	158987.9873807671	 38535.02649274764	20964.616583565938
100	264484.47260277474	 34419.2111553121	20893.809593662903
